# conflictIndex, flightIndex1, flightIndex2, lat1, lon1, time1, lat2, lon2, time2
720, 620, 631, 40.495445, -3.560114, 748.000000, 40.495445, -3.560114, 747.000000
721, 623, 631, 40.495445, -3.560114, 761.000000, 40.495445, -3.560114, 747.000000
722, 631, 631, 40.495445, -3.560114, 763.000000, 40.495445, -3.560114, 747.000000
723, 624, 623, 40.495445, -3.560114, 784.000000, 40.495445, -3.560114, 748.000000
724, 785, 873, 40.495445, -3.560114, 1734.000000, 40.495445, -3.560114, 1712.000000
725, 819, 873, 40.495445, -3.560114, 1693.000000, 40.495445, -3.560114, 1712.000000
726, 873, 873, 40.495445, -3.560114, 1732.000000, 40.495445, -3.560114, 1712.000000
727, 734, 832, 40.495445, -3.560114, 1742.000000, 40.495445, -3.560114, 1693.000000
728, 87, 225, 40.685764, 20.556540, 720.000000, 40.685764, 20.556540, 688.000000
729, 208, 225, 40.685764, 20.556540, 664.000000, 40.685764, 20.556540, 688.000000
730, 225, 225, 40.545692, 20.894510, 690.000000, 40.545692, 20.894510, 666.000000
731, 208, 234, 40.332756, 21.398697, 669.000000, 40.332756, 21.398697, 693.000000
732, 87, 225, 40.332756, 21.398697, 725.000000, 40.332756, 21.398697, 669.000000
733, 430, 0, 40.906841, -112.041992, 1188.000000, 40.906841, -112.041992, 1237.000000
734, 512, 613, 41.182381, -111.755913, 1275.000000, 41.182381, -111.755913, 1234.000000
735, 201, 174, 40.914242, -110.457512, 116.000000, 40.914242, -110.457512, 99.000000
736, 174, 0, 41.233833, -110.035309, 102.000000, 41.233833, -110.035309, 119.000000
737, 152, 152, 40.890133, -82.382637, 85.000000, 40.890133, -82.382637, 121.000000
738, 152, 0, 41.051430, -81.683601, 89.000000, 41.051430, -81.683601, 125.000000
739, 35, 152, 40.955536, -82.025375, 123.000000, 40.955536, -82.025375, 87.000000
740, 152, 35, 41.176834, -81.356941, 91.000000, 41.176834, -81.356941, 127.000000
741, 35, 152, 41.176834, -81.356941, 127.000000, 41.176834, -81.356941, 91.000000
742, 101, 0, 40.880264, -75.750938, 510.000000, 40.880264, -75.750938, 513.000000
743, 353, 289, 40.799526, -74.129501, 989.000000, 40.791348, -74.131783, 949.000000
744, 44, 46, 40.882748, -73.867172, 88.000000, 40.886189, -73.870895, 92.000000
745, 53, 46, 40.886189, -73.870895, 113.000000, 40.886189, -73.870895, 92.000000
746, 184, 46, 40.886189, -73.870895, 96.000000, 40.886189, -73.870895, 92.000000
747, 121, 47, 40.979877, -73.713135, 130.000000, 40.982670, -73.720879, 93.000000
748, 83, 103, 40.979877, -73.713135, 201.000000, 40.979877, -73.713135, 175.000000
749, 202, 103, 40.977497, -73.715294, 209.000000, 40.979877, -73.713135, 175.000000
750, 206, 103, 40.982670, -73.720879, 214.000000, 40.979877, -73.713135, 175.000000
751, 213, 103, 40.979877, -73.713135, 231.000000, 40.979877, -73.713135, 175.000000
752, 348, 330, 40.929501, -73.625778, 976.000000, 40.936775, -73.622566, 963.000000
753, 422, 454, 40.887817, -73.637749, 1051.000000, 40.887817, -73.637749, 1086.000000
754, 55, 60, 41.016956, -73.153488, 120.000000, 41.013611, -73.161491, 126.000000
755, 145, 60, 41.013611, -73.161491, 119.000000, 41.013611, -73.161491, 126.000000
756, 74, 60, 41.013611, -73.161491, 166.000000, 41.013611, -73.161491, 126.000000
757, 203, 82, 40.940201, -73.596809, 191.000000, 40.940201, -73.596809, 236.000000
758, 208, 225, 41.091148, -73.533768, 218.000000, 41.091148, -73.533768, 242.000000
759, 88, 226, 41.140800, -73.404785, 356.000000, 41.140800, -73.404785, 327.000000
760, 585, 549, 41.096554, -73.518379, 1230.000000, 41.096554, -73.518379, 1173.000000
761, 654, 710, 41.207355, -73.455208, 1357.000000, 41.202038, -73.458092, 1412.000000
762, 679, 668, 41.247898, -73.464447, 1373.000000, 41.249100, -73.465866, 1365.000000
763, 917, 736, 41.005474, -73.544792, 1428.000000, 40.997883, -73.540459, 1451.000000
764, 130, 41, 41.127022, -73.041138, 112.000000, 41.129051, -73.039162, 89.000000
765, 145, 59, 41.197514, -72.850319, 121.000000, 41.197514, -72.850319, 128.000000
766, 60, 41, 41.129051, -73.039162, 128.000000, 41.129051, -73.039162, 89.000000
767, 74, 59, 41.197514, -72.850319, 168.000000, 41.197514, -72.850319, 128.000000
768, 128, 41, 41.129051, -73.039162, 125.000000, 41.129051, -73.039162, 89.000000
769, 205, 108, 41.225742, -72.830185, 187.000000, 41.225506, -72.829353, 184.000000
770, 205, 231, 41.225742, -72.830185, 187.000000, 41.228050, -72.827545, 246.000000
771, 207, 108, 41.228050, -72.827545, 235.000000, 41.225506, -72.829353, 184.000000
772, 207, 231, 41.228050, -72.827545, 235.000000, 41.228050, -72.827545, 246.000000
773, 217, 108, 41.225506, -72.829353, 230.000000, 41.225506, -72.829353, 184.000000
774, 217, 231, 41.225506, -72.829353, 230.000000, 41.228050, -72.827545, 246.000000
775, 100, 0, 41.210293, -72.716469, 403.000000, 41.210293, -72.716469, 393.000000
776, 761, 740, 41.232075, -72.821068, 1311.000000, 41.231445, -72.819405, 1286.000000
777, 833, 814, 41.128338, -73.014656, 1359.000000, 41.128338, -73.014656, 1351.000000
778, 883, 814, 41.128338, -73.014656, 1392.000000, 41.128338, -73.014656, 1351.000000
779, 886, 814, 41.130688, -73.013237, 1395.000000, 41.128338, -73.014656, 1351.000000
780, 92, 218, 41.036385, -72.323601, 301.000000, 41.036385, -72.323601, 286.000000
781, 92, 0, 41.228138, -72.013733, 303.000000, 41.228138, -72.013733, 288.000000
782, 84, 211, 41.180225, -68.293144, 383.000000, 41.180225, -68.293144, 372.000000
783, 620, 631, 41.227882, -63.192978, 1114.000000, 41.227882, -63.192978, 1129.000000
784, 631, 631, 41.203899, -63.038521, 1128.000000, 41.203899, -63.038521, 1113.000000
785, 631, 620, 41.110706, -62.258842, 1122.000000, 41.110706, -62.258842, 1107.000000
786, 631, 620, 41.123985, -61.785992, 1119.000000, 41.123985, -61.785992, 1104.000000
787, 631, 620, 41.136421, -61.312634, 1116.000000, 41.136421, -61.312634, 1101.000000
788, 631, 620, 41.148430, -60.838558, 1113.000000, 41.148430, -60.838558, 1098.000000
789, 631, 620, 41.160130, -60.363903, 1110.000000, 41.160130, -60.363903, 1095.000000
790, 631, 620, 41.171787, -59.889156, 1107.000000, 41.171787, -59.889156, 1092.000000
791, 631, 620, 41.187130, -59.256321, 1103.000000, 41.187130, -59.256321, 1088.000000
792, 620, 631, 41.197933, -58.781738, 1085.000000, 41.197933, -58.781738, 1100.000000
793, 620, 0, 41.271713, -55.770199, 1066.000000, 41.271713, -55.770199, 1081.000000
794, 631, 631, 41.263538, -56.085217, 1083.000000, 41.263538, -56.085217, 1068.000000
795, 620, 631, 41.282898, -55.296341, 1063.000000, 41.282898, -55.296341, 1078.000000
796, 620, 631, 41.292118, -54.820641, 1060.000000, 41.292118, -54.820641, 1075.000000
797, 626, 620, 40.868160, -4.799032, 756.000000, 40.869892, -4.805687, 757.000000
798, 631, 620, 40.869892, -4.805687, 772.000000, 40.869892, -4.805687, 757.000000
799, 208, 225, 41.227142, 19.183308, 656.000000, 41.227142, 19.183308, 680.000000
800, 87, 208, 41.293716, 19.008228, 711.000000, 41.293716, 19.008228, 655.000000
801, 87, 225, 41.227142, 19.183308, 712.000000, 41.227142, 19.183308, 680.000000
802, 225, 208, 41.293716, 19.008228, 679.000000, 41.293716, 19.008228, 655.000000
803, 90, 234, 40.880169, 19.996149, 731.000000, 40.880169, 19.996149, 711.000000
804, 629, 530, 41.095375, 28.743750, 642.000000, 41.089542, 28.743282, 640.000000
805, 238, 0, 40.982239, 28.812832, 761.000000, 40.982239, 28.812832, 721.000000
806, 238, 172, 40.982239, 28.812832, 761.000000, 40.982239, 28.812832, 744.000000
807, 669, 0, 40.982239, 28.812832, 757.000000, 40.982239, 28.812832, 721.000000
808, 669, 172, 40.982239, 28.812832, 757.000000, 40.982239, 28.812832, 744.000000
809, 512, 613, 41.455635, -111.469063, 1272.000000, 41.455635, -111.469063, 1231.000000
810, 174, 201, 41.339115, -109.890717, 103.000000, 41.339115, -109.890717, 120.000000
811, 174, 0, 41.548824, -109.599007, 105.000000, 41.548824, -109.599007, 122.000000
812, 300, 365, 41.502113, -81.635658, 957.000000, 41.508572, -81.633408, 1008.000000
813, 152, 35, 41.366379, -80.864098, 94.000000, 41.366379, -80.864098, 130.000000
814, 35, 152, 41.366379, -80.864098, 130.000000, 41.366379, -80.864098, 94.000000
815, 152, 35, 41.557693, -80.367622, 97.000000, 41.557693, -80.367622, 133.000000
816, 35, 152, 41.557693, -80.367622, 133.000000, 41.557693, -80.367622, 97.000000
817, 152, 0, 41.750900, -79.867401, 100.000000, 41.750900, -79.867401, 136.000000
818, 35, 0, 41.750900, -79.867401, 136.000000, 41.750900, -79.867401, 100.000000
819, 779, 1349, 41.320618, -73.706856, 1342.000000, 41.320297, -73.697739, 1377.000000
820, 795, 1349, 41.320297, -73.697739, 1354.000000, 41.320297, -73.697739, 1377.000000
821, 453, 422, 41.411575, -73.339020, 1081.000000, 41.411575, -73.339020, 1046.000000
822, 870, 580, 41.390511, -73.115822, 1194.000000, 41.385353, -73.112808, 1240.000000
823, 58, 66, 41.324745, -72.666405, 126.000000, 41.324745, -72.666405, 137.000000
824, 69, 66, 41.324745, -72.666405, 154.000000, 41.324745, -72.666405, 137.000000
825, 71, 66, 41.324745, -72.666405, 164.000000, 41.324745, -72.666405, 137.000000
826, 191, 66, 41.324745, -72.666405, 154.000000, 41.324745, -72.666405, 137.000000
827, 203, 83, 41.411190, -72.830582, 196.000000, 41.411190, -72.830582, 241.000000
828, 205, 66, 41.322189, -72.669479, 188.000000, 41.324745, -72.666405, 137.000000
829, 208, 225, 41.481365, -72.890633, 222.000000, 41.481365, -72.890633, 246.000000
830, 87, 225, 41.384560, -73.052628, 277.000000, 41.384560, -73.052628, 245.000000
831, 790, 868, 41.344395, -73.086708, 1331.000000, 41.340031, -73.090485, 1384.000000
832, 850, 868, 41.344395, -73.086708, 1372.000000, 41.340031, -73.090485, 1384.000000
833, 860, 868, 41.344395, -73.086708, 1379.000000, 41.340031, -73.090485, 1384.000000
834, 760, 815, 41.712017, -72.804924, 1457.000000, 41.712017, -72.804924, 1431.000000
835, 65, 58, 41.516880, -72.342255, 139.000000, 41.516880, -72.342255, 128.000000
836, 69, 58, 41.516880, -72.342255, 156.000000, 41.516880, -72.342255, 128.000000
837, 71, 58, 41.516880, -72.342255, 166.000000, 41.516880, -72.342255, 128.000000
838, 157, 83, 41.607769, -72.234947, 154.000000, 41.610432, -72.232185, 191.000000
839, 191, 58, 41.516880, -72.342255, 156.000000, 41.516880, -72.342255, 128.000000
840, 76, 107, 41.727634, -72.476318, 183.000000, 41.727634, -72.476318, 209.000000
841, 107, 59, 41.609383, -72.182495, 188.000000, 41.612022, -72.179466, 129.000000
842, 202, 107, 41.722500, -72.481110, 217.000000, 41.727634, -72.476318, 209.000000
843, 213, 107, 41.727634, -72.476318, 239.000000, 41.727634, -72.476318, 209.000000
844, 87, 225, 41.673962, -72.565292, 280.000000, 41.673962, -72.565292, 248.000000
845, 783, 792, 41.608383, -72.284470, 1329.000000, 41.613605, -72.275101, 1339.000000
846, 74, 65, 41.737617, -71.901878, 174.000000, 41.737617, -71.901878, 134.000000
847, 145, 65, 41.737617, -71.901878, 127.000000, 41.737617, -71.901878, 134.000000
848, 107, 69, 41.704449, -72.019592, 189.000000, 41.706959, -72.016228, 141.000000
849, 205, 69, 41.703827, -72.021141, 192.000000, 41.706959, -72.016228, 141.000000
850, 90, 234, 41.691689, -71.983871, 299.000000, 41.691689, -71.983871, 279.000000
851, 814, 902, 41.702732, -72.077385, 1357.000000, 41.705269, -72.074310, 1401.000000
852, 833, 902, 41.702732, -72.077385, 1365.000000, 41.705269, -72.074310, 1401.000000
853, 851, 0, 41.754753, -71.933846, 1378.000000, 41.754753, -71.933846, 1380.000000
854, 908, 857, 41.754753, -71.933846, 1421.000000, 41.754753, -71.933846, 1378.000000
855, 916, 883, 41.706959, -72.016228, 1426.000000, 41.704449, -72.019592, 1388.000000
856, 116, 193, 41.721577, -67.747055, 151.000000, 41.721577, -67.747055, 189.000000
857, 84, 211, 41.376514, -67.996231, 385.000000, 41.376514, -67.996231, 374.000000
858, 620, 1135, 41.508694, -65.022736, 1126.000000, 41.508694, -65.022736, 1141.000000
859, 620, 631, 41.300350, -54.183750, 1056.000000, 41.300350, -54.183750, 1071.000000
860, 620, 0, 41.301689, -54.024261, 1055.000000, 41.301689, -54.024261, 1070.000000
861, 620, 0, 41.328144, -52.588322, 1046.000000, 41.328144, -52.588322, 1061.000000
862, 620, 0, 41.540348, -49.578594, 1027.000000, 41.540348, -49.578594, 1042.000000
863, 620, 864, 41.683037, -46.031559, 1005.000000, 41.683037, -46.031559, 1020.000000
864, 620, 631, 41.703270, -45.380157, 1001.000000, 41.703270, -45.380157, 1016.000000
865, 620, 631, 41.718517, -44.890083, 998.000000, 41.718517, -44.890083, 1013.000000
866, 620, 878, 41.728600, -44.562656, 996.000000, 41.728600, -44.562656, 1011.000000
867, 620, 1003, 41.744602, -44.069653, 993.000000, 41.744602, -44.069653, 1008.000000
868, 620, 631, 41.769932, -43.249840, 988.000000, 41.769932, -43.249840, 1003.000000
869, 631, 631, 41.759773, -43.578262, 1005.000000, 41.759773, -43.578262, 990.000000
870, 631, 620, 41.697281, -7.921061, 794.000000, 41.697281, -7.921061, 779.000000
871, 92, 503, 41.513382, -5.650077, 635.000000, 41.513382, -5.650077, 620.000000
872, 92, 218, 41.437775, -5.482697, 636.000000, 41.437775, -5.482697, 621.000000
873, 527, 604, 41.658073, 0.355231, 594.000000, 41.651287, 0.350367, 611.000000
874, 1, 0, 41.634842, 1.346408, 377.000000, 41.632137, 1.345377, 422.000000
875, 27, 1, 41.777569, 1.025174, 420.000000, 41.783878, 1.021040, 375.000000
876, 527, 604, 41.453297, 1.362391, 587.000000, 41.450829, 1.361146, 604.000000
877, 27, 0, 41.414322, 1.823604, 425.000000, 41.411304, 1.831865, 380.000000
878, 421, 558, 41.364254, 1.625657, 563.000000, 41.358761, 1.628663, 622.000000
879, 527, 604, 41.391987, 1.649084, 585.000000, 41.390564, 1.648434, 602.000000
880, 558, 421, 41.358761, 1.628663, 622.000000, 41.364254, 1.625657, 563.000000
881, 1, 27, 41.296944, 2.078333, 382.000000, 41.296944, 2.078333, 426.000000
882, 23, 0, 41.296944, 2.078333, 426.000000, 41.296944, 2.078333, 382.000000
883, 421, 0, 41.320217, 1.927744, 561.000000, 41.318378, 1.928669, 620.000000
884, 527, 504, 41.296944, 2.078333, 582.000000, 41.296944, 2.078333, 565.000000
885, 604, 504, 41.296944, 2.078333, 599.000000, 41.296944, 2.078333, 565.000000
886, 558, 504, 41.318378, 1.928669, 620.000000, 41.320217, 1.927744, 561.000000
887, 90, 234, 41.773769, 17.715612, 718.000000, 41.773769, 17.715612, 698.000000
888, 87, 225, 41.620243, 18.123793, 706.000000, 41.620243, 18.123793, 674.000000
889, 87, 0, 41.555649, 18.301611, 707.000000, 41.555649, 18.301611, 651.000000
890, 225, 0, 41.555649, 18.301611, 675.000000, 41.555649, 18.301611, 651.000000
891, 225, 0, 41.359676, 18.832218, 678.000000, 41.359676, 18.832218, 654.000000
892, 613, 595, 41.819717, -111.081879, 1227.000000, 41.819717, -111.081879, 1178.000000
893, 512, 613, 41.910255, -110.984703, 1267.000000, 41.910255, -110.984703, 1226.000000
894, 201, 0, 42.165501, -108.705673, 128.000000, 42.165501, -108.705673, 111.000000
895, 119, 102, 42.010223, -87.712242, 71.000000, 42.010223, -87.712242, 70.000000
896, 163, 120, 41.981647, -87.906670, 104.000000, 41.981647, -87.906670, 161.000000
897, 163, 102, 42.006756, -87.718498, 105.000000, 42.010223, -87.712242, 70.000000
898, 120, 120, 42.007984, -87.711296, 162.000000, 42.007984, -87.711296, 130.000000
899, 171, 120, 42.010223, -87.712242, 153.000000, 42.007984, -87.711296, 130.000000
900, 194, 95, 41.981647, -87.906670, 324.000000, 41.981647, -87.906670, 323.000000
901, 244, 95, 41.981647, -87.906670, 311.000000, 41.981647, -87.906670, 323.000000
902, 974, 95, 41.981647, -87.906670, 329.000000, 41.981647, -87.906670, 323.000000
903, 312, 321, 41.981647, -87.906670, 987.000000, 41.981647, -87.906670, 1010.000000
904, 356, 321, 41.981647, -87.906670, 1005.000000, 41.981647, -87.906670, 1010.000000
905, 359, 386, 42.243607, -87.667587, 1015.000000, 42.250462, -87.639877, 1029.000000
906, 359, 321, 41.981647, -87.906670, 1018.000000, 41.981647, -87.906670, 1010.000000
907, 382, 321, 41.981647, -87.906670, 1020.000000, 41.981647, -87.906670, 1010.000000
908, 404, 386, 42.046585, -87.853226, 1065.000000, 42.049366, -87.843529, 1031.000000
909, 418, 386, 42.047539, -87.849396, 1072.000000, 42.049366, -87.843529, 1031.000000
910, 424, 470, 42.108368, -87.802063, 1070.000000, 42.108368, -87.802063, 1124.000000
911, 591, 591, 41.981647, -87.906670, 1250.000000, 41.981647, -87.906670, 1237.000000
912, 683, 481, 41.981647, -87.906670, 1221.000000, 41.981647, -87.906670, 1165.000000
913, 683, 591, 41.981647, -87.906670, 1221.000000, 41.981647, -87.906670, 1237.000000
914, 703, 591, 41.981647, -87.906670, 1245.000000, 41.981647, -87.906670, 1237.000000
915, 720, 591, 41.981647, -87.906670, 1260.000000, 41.981647, -87.906670, 1237.000000
916, 757, 766, 41.981647, -87.906670, 1299.000000, 41.981647, -87.906670, 1308.000000
917, 769, 766, 41.981647, -87.906670, 1311.000000, 41.981647, -87.906670, 1308.000000
918, 785, 766, 41.981647, -87.906670, 1320.000000, 41.981647, -87.906670, 1308.000000
919, 647, 695, 41.981647, -87.906670, 1362.000000, 41.981647, -87.906670, 1394.000000
920, 820, 766, 42.010490, -87.723724, 1350.000000, 42.008633, -87.710182, 1300.000000
921, 678, 700, 42.277824, -87.630875, 1391.000000, 42.277554, -87.646271, 1442.000000
922, 695, 695, 41.981647, -87.906670, 1437.000000, 41.981647, -87.906670, 1394.000000
923, 715, 695, 41.981647, -87.906670, 1441.000000, 41.981647, -87.906670, 1394.000000
924, 891, 695, 41.981647, -87.906670, 1393.000000, 41.981647, -87.906670, 1394.000000
925, 911, 695, 41.981647, -87.906670, 1413.000000, 41.981647, -87.906670, 1394.000000
926, 925, 695, 41.981647, -87.906670, 1425.000000, 41.981647, -87.906670, 1394.000000
927, 927, 695, 41.981647, -87.906670, 1427.000000, 41.981647, -87.906670, 1394.000000
928, 933, 695, 41.981647, -87.906670, 1433.000000, 41.981647, -87.906670, 1394.000000
929, 939, 695, 41.981647, -87.906670, 1436.000000, 41.981647, -87.906670, 1394.000000
930, 942, 695, 41.981647, -87.906670, 1438.000000, 41.981647, -87.906670, 1394.000000
931, 943, 695, 41.981647, -87.906670, 1440.000000, 41.981647, -87.906670, 1394.000000
932, 700, 678, 42.277554, -87.646271, 1442.000000, 42.277824, -87.630875, 1391.000000
933, 954, 968, 42.195446, -87.632011, 1712.000000, 42.194702, -87.623299, 1753.000000
934, 968, 954, 42.194702, -87.623299, 1753.000000, 42.195446, -87.632011, 1712.000000
935, 119, 17, 42.038521, -87.517593, 72.000000, 42.034607, -87.534019, 32.000000
936, 64, 120, 42.034039, -87.515717, 131.000000, 42.034039, -87.515717, 163.000000
937, 171, 120, 42.065727, -87.323135, 155.000000, 42.058994, -87.320335, 164.000000
938, 244, 95, 42.061028, -87.317001, 314.000000, 42.061028, -87.317001, 326.000000
939, 645, 664, 42.035332, -87.513489, 1167.000000, 42.029530, -87.513947, 1198.000000
940, 757, 766, 42.061028, -87.317001, 1302.000000, 42.059639, -87.323257, 1311.000000
941, 820, 911, 42.093918, -87.174370, 1353.000000, 42.087166, -87.162369, 1397.000000
942, 847, 820, 42.038521, -87.517593, 1366.000000, 42.039070, -87.540588, 1351.000000
943, 847, 911, 42.038521, -87.517593, 1366.000000, 42.036690, -87.530487, 1415.000000
944, 847, 766, 42.065727, -87.323135, 1367.000000, 42.059639, -87.323257, 1311.000000
945, 911, 911, 42.089085, -87.154182, 1417.000000, 42.087166, -87.162369, 1397.000000
946, 64, 171, 42.130775, -86.734398, 135.000000, 42.130775, -86.734398, 167.000000
947, 244, 194, 42.135155, -86.727440, 317.000000, 42.135155, -86.727440, 329.000000
948, 64, 120, 42.153530, -86.539459, 136.000000, 42.153530, -86.539459, 168.000000
949, 244, 95, 42.181683, -86.335846, 319.000000, 42.181683, -86.335846, 331.000000
950, 911, 911, 42.211994, -86.214867, 1422.000000, 42.207958, -86.232574, 1402.000000
951, 36, 163, 42.266075, -85.778290, 80.000000, 42.266075, -85.778290, 81.000000
952, 64, 171, 42.240097, -85.766823, 140.000000, 42.240097, -85.766823, 172.000000
953, 244, 194, 42.248520, -85.752136, 322.000000, 42.248520, -85.752136, 334.000000
954, 911, 891, 42.259083, -85.840347, 1424.000000, 42.254185, -85.862228, 1404.000000
955, 64, 171, 42.284512, -85.387909, 142.000000, 42.284512, -85.387909, 174.000000
956, 244, 194, 42.294094, -85.370399, 324.000000, 42.294094, -85.370399, 336.000000
957, 136, 129, 42.212444, -83.353386, 88.000000, 42.212444, -83.353386, 107.000000
958, 334, 393, 42.212444, -83.353386, 952.000000, 42.212444, -83.353386, 980.000000
959, 325, 393, 42.212444, -83.353386, 967.000000, 42.212444, -83.353386, 980.000000
960, 393, 393, 42.212444, -83.353386, 1019.000000, 42.212444, -83.353386, 980.000000
961, 951, 393, 42.212444, -83.353386, 998.000000, 42.212444, -83.353386, 980.000000
962, 553, 0, 42.212444, -83.353386, 1205.000000, 42.212444, -83.353386, 1155.000000
963, 553, 0, 42.212444, -83.353386, 1205.000000, 42.212444, -83.353386, 1259.000000
964, 797, 797, 42.212444, -83.353386, 1334.000000, 42.212444, -83.353386, 1371.000000
965, 913, 797, 42.212444, -83.353386, 1413.000000, 42.212444, -83.353386, 1371.000000
966, 152, 35, 42.141430, -78.854691, 106.000000, 42.141430, -78.854691, 142.000000
967, 35, 0, 42.207458, -78.684402, 143.000000, 42.207458, -78.684402, 107.000000
968, 446, 475, 42.094814, -76.970818, 1078.000000, 42.089020, -76.983749, 1110.000000
969, 353, 289, 42.142300, -73.604553, 976.000000, 42.138275, -73.621429, 936.000000
970, 449, 540, 42.174194, -73.541893, 1098.000000, 42.178596, -73.561493, 1143.000000
971, 112, 196, 42.073013, -72.707397, 188.000000, 42.073013, -72.707397, 194.000000
972, 208, 103, 41.865112, -72.236954, 226.000000, 41.865112, -72.236954, 172.000000
973, 731, 770, 42.103275, -72.151161, 1435.000000, 42.103275, -72.151161, 1461.000000
974, 921, 760, 42.004105, -72.329262, 1455.000000, 42.006107, -72.315544, 1460.000000
975, 60, 0, 41.798546, -71.978020, 135.000000, 41.794090, -71.983696, 119.000000
976, 65, 59, 41.897083, -71.686249, 143.000000, 41.897083, -71.686249, 132.000000
977, 69, 59, 41.897083, -71.686249, 160.000000, 41.897083, -71.686249, 132.000000
978, 71, 59, 41.897083, -71.686249, 170.000000, 41.897083, -71.686249, 132.000000
979, 128, 0, 41.798546, -71.978020, 132.000000, 41.794090, -71.983696, 119.000000
980, 191, 59, 41.897083, -71.686249, 160.000000, 41.897083, -71.686249, 132.000000
981, 25, 83, 42.200230, -71.986305, 201.000000, 42.201702, -71.954918, 222.000000
982, 107, 59, 41.895012, -71.689178, 191.000000, 41.897083, -71.686249, 132.000000
983, 143, 83, 42.201702, -71.954918, 200.000000, 42.201702, -71.954918, 222.000000
984, 179, 83, 42.194759, -71.959969, 183.000000, 42.201702, -71.954918, 222.000000
985, 85, 213, 42.215622, -71.969360, 281.000000, 42.215622, -71.969360, 248.000000
986, 761, 740, 41.902390, -71.674103, 1318.000000, 41.907543, -71.667168, 1293.000000
987, 790, 860, 42.067501, -71.814941, 1339.000000, 42.067501, -71.814941, 1387.000000
988, 850, 860, 42.067501, -71.814941, 1380.000000, 42.067501, -71.814941, 1387.000000
989, 28, 5, 42.084290, -71.356445, 63.000000, 42.084290, -71.356445, 22.000000
990, 74, 59, 41.915699, -71.580734, 176.000000, 41.915699, -71.580734, 136.000000
991, 145, 59, 41.915699, -71.580734, 129.000000, 41.915699, -71.580734, 136.000000
992, 157, 77, 42.176769, -71.274139, 160.000000, 42.178066, -71.272583, 197.000000
993, 67, 77, 42.182934, -71.248436, 232.000000, 42.178066, -71.272583, 197.000000
994, 107, 213, 42.178234, -71.189262, 194.000000, 42.179417, -71.187401, 245.000000
995, 180, 77, 42.176769, -71.274139, 192.000000, 42.178066, -71.272583, 197.000000
996, 205, 213, 42.176128, -71.193092, 197.000000, 42.179417, -71.187401, 245.000000
997, 217, 213, 42.178234, -71.189262, 240.000000, 42.179417, -71.187401, 245.000000
998, 227, 213, 42.179417, -71.187401, 256.000000, 42.179417, -71.187401, 245.000000
999, 578, 746, 42.240559, -71.512932, 1253.000000, 42.244835, -71.491486, 1303.000000
1000, 783, 804, 42.268990, -71.200668, 1336.000000, 42.274223, -71.188797, 1346.000000
1001, 790, 746, 42.244835, -71.491486, 1341.000000, 42.244835, -71.491486, 1303.000000
1002, 28, 0, 42.271969, -71.021614, 65.000000, 42.272804, -71.020157, 51.000000
1003, 58, 69, 42.272804, -71.020157, 136.000000, 42.272804, -71.020157, 147.000000
1004, 69, 69, 42.272804, -71.020157, 164.000000, 42.272804, -71.020157, 147.000000
1005, 71, 69, 42.272804, -71.020157, 174.000000, 42.272804, -71.020157, 147.000000
1006, 191, 69, 42.272804, -71.020157, 164.000000, 42.272804, -71.020157, 147.000000
1007, 107, 69, 42.271969, -71.021614, 195.000000, 42.272804, -71.020157, 147.000000
1008, 205, 69, 42.269524, -71.025963, 198.000000, 42.272804, -71.020157, 147.000000
1009, 205, 234, 42.269524, -71.025963, 198.000000, 42.272804, -71.020157, 257.000000
1010, 217, 234, 42.271969, -71.021614, 241.000000, 42.272804, -71.020157, 257.000000
1011, 207, 234, 42.272804, -71.020157, 246.000000, 42.272804, -71.020157, 257.000000
1012, 92, 218, 41.894135, -70.899879, 310.000000, 41.894135, -70.899879, 295.000000
1013, 358, 387, 42.158794, -70.952477, 982.000000, 42.157715, -70.979904, 995.000000
1014, 947, 962, 41.837025, -70.909454, 1128.000000, 41.837894, -70.922256, 1093.000000
1015, 92, 0, 42.267906, -70.248550, 314.000000, 42.267906, -70.248550, 299.000000
1016, 620, 0, 42.275997, -70.401146, 1162.000000, 42.275997, -70.401146, 1177.000000
1017, 620, 1115, 42.213718, -69.959396, 1159.000000, 42.213718, -69.959396, 1174.000000
1018, 620, 1118, 42.152649, -69.516785, 1156.000000, 42.152649, -69.516785, 1171.000000
1019, 620, 631, 41.989014, -68.331856, 1148.000000, 41.989014, -68.331856, 1163.000000
1020, 116, 38, 42.007942, -67.274765, 154.000000, 42.007942, -67.274765, 192.000000
1021, 620, 0, 41.800480, -42.922295, 986.000000, 41.800480, -42.922295, 1001.000000
1022, 620, 883, 41.831230, -42.592892, 984.000000, 41.831230, -42.592892, 999.000000
1023, 620, 631, 41.891834, -41.930637, 980.000000, 41.891834, -41.930637, 995.000000
1024, 92, 218, 42.039268, -6.827718, 628.000000, 42.039268, -6.827718, 613.000000
1025, 408, 494, 41.895321, 11.344283, 531.000000, 41.903221, 11.341986, 527.000000
1026, 408, 494, 41.850464, 11.796535, 528.000000, 41.854839, 11.794953, 524.000000
1027, 699, 837, 42.069756, 11.468225, 1767.000000, 42.076656, 11.483352, 1759.000000
1028, 462, 493, 41.804474, 12.250797, 587.000000, 41.804474, 12.250797, 603.000000
1029, 462, 456, 42.043690, 12.096224, 589.000000, 42.036198, 12.089806, 596.000000
1030, 474, 493, 41.804474, 12.250797, 557.000000, 41.804474, 12.250797, 603.000000
