conflictIndex,flight1,flight2,lat1,lat2,lon1,lon2,time1,time2
80,15,66,51.14794921875,51.15076446533203,-34.28507614135742,-34.295143127441406,318.0,325.0
81,15,75,52.58176040649414,52.580806732177734,-19.196121215820312,-19.188886642456055,386.0,433.0
82,15,78,52.55931854248047,52.559906005859375,-19.894817352294922,-19.901878356933594,383.0,420.0
83,15,117,52.55931854248047,52.559906005859375,-19.894817352294922,-19.901878356933594,383.0,387.0
84,15,139,52.52335739135742,52.529510498046875,-20.816940307617188,-20.821941375732422,379.0,411.0
85,15,192,52.58176040649414,52.580806732177734,-19.196121215820312,-19.188886642456055,386.0,397.0
86,15,193,32.6442756652832,32.642452239990234,-76.43959045410156,-76.45868682861328,70.0,116.0
87,15,205,52.44455337524414,52.43741226196289,-22.402957916259766,-22.406187057495117,372.0,420.0
88,15,322,51.84385299682617,51.8435173034668,-2.152751922607422,-2.33185076713562,461.0,512.0
89,16,20,51.477500915527344,51.477500915527344,-0.4613890051841736,-0.4613890051841736,353.0,366.0
90,16,28,51.83667755126953,51.83782958984375,-10.239500999450684,-10.836817741394043,307.0,336.0
